Emp ID;Name Prefix;First Name;Middle Initial;Last Name;Gender;E Mail;Date of Birth;SSN;Phone No. ;Place Name;County;City;State;Zip;Region;User Name;Father's Name;Mother's Name;Mother's Maiden Name;Time of Birth;Age in Yrs.;Weight in Kgs.;Date of Joining;Quarter of Joining;Half of Joining;Year of Joining;Month of Joining;Month Name of Joining;Short Month;Day of Joining;DOW of Joining;Short DOW;Age in Company (Years);Salary;Last % Hike;Password
580309;Mrs.;Jeniffer;K;Doggett;F;jeniffer.doggett@ntlworld.com;3/31/1990;071-02-9823;201-657-6147;Newark;Essex;Newark;NJ;7104;Northeast;jkdoggett;Gordon Doggett;Hester Doggett;Markowitz;7:24:09 p. m.;27.35;57;9/1/15;Q3;H2;2015;9;September;Sep;1;Tuesday;Tue;1.91;157730;24%;x*Rvv8NVkb-oS
752814;Mr.;Alfonzo;U;Timmerman;M;alfonzo.timmerman@gmail.com;12/06/1960;503-45-9925;205-742-7190;Northport;Tuscaloosa;Northport;AL;35475;South;autimmerman;King Timmerman;Trisha Timmerman;Saavedra;10:40:39 a. m.;56.68;56;10/28/2006;Q4;H2;2006;10;October;Oct;28;Saturday;Sat;10.76;88185;24%;g|ro!P-713
264759;Mrs.;Christi;B;Oswald;F;christi.oswald@yahoo.com;07/04/1976;663-22-8140;229-461-6439;Willacoochee;Atkinson;Willacoochee;GA;31650;South;cboswald;Nathaniel Oswald;Gilma Oswald;Barrows;6:47:25 p. m.;41.09;57;3/23/2006;Q1;H1;2006;3;March;Mar;23;Thursday;Thu;11.36;172122;17%;z-#rfl2b
696100;Mr.;Jonathon;Z;Clift;M;jonathon.clift@apple.com;4/26/1961;114-98-2753;229-325-6074;Savannah;Chatham;Savannah;GA;31498;South;jzclift;Anibal Clift;Odell Clift;Torgerson;4:06:14 a. m.;56.29;78;11/8/91;Q4;H2;1991;11;November;Nov;8;Friday;Fri;25.74;124402;23%;3nyzR^1_fh0
889436;Dr.;Preston;E;Stowers;M;preston.stowers@hotmail.com;11/24/1965;656-36-5347;339-689-5238;Newton;Middlesex;Newton;MA;2164;Northeast;pestowers;Darren Stowers;Raguel Stowers;Ku;9:47:51 p. m.;51.71;71;1/13/1992;Q1;H1;1992;1;January;Jan;13;Monday;Mon;25.56;165287;22%;U<ykxS7552?x
680684;Mr.;Christopher;Y;Mceachern;M;christopher.mceachern@gmail.com;02/07/1973;638-29-3471;206-829-7069;Burlington;Skagit;Burlington;WA;98233;West;cymceachern;Renaldo Mceachern;Dorie Mceachern;Pressley;4:58:48 p. m.;44.5;80;9/1/96;Q3;H2;1996;9;September;Sep;1;Sunday;Sun;20.92;99459;19%;J3-n\#jGd4
804282;Mrs.;Demetrius;D;Manriquez;F;demetrius.manriquez@aol.com;2/19/1985;409-99-4584;605-739-8231;Marion;Turner;Marion;SD;57043;Midwest;ddmanriquez;Dwight Manriquez;Annita Manriquez;Witte;12:48:50 a. m.;32.46;51;6/22/2016;Q2;H1;2016;6;June;Jun;22;Wednesday;Wed;1.1;76463;1%;4F{K9>O!@
997019;Ms.;Dora;B;Walters;F;dora.walters@yahoo.com;4/27/1988;727-10-1613;215-667-0944;York;York;York;PA;17408;Northeast;dbwalters;Federico Walters;Laquanda Walters;Glen;7:28:48 a. m.;29.27;44;7/18/2012;Q3;H2;2012;7;July;Jul;18;Wednesday;Wed;5.03;156888;9%;tO.O.RD+@W67Q&
672661;Mr.;Edward;D;Franke;M;edward.franke@comcast.net;11/03/1986;476-55-2912;239-455-7513;Jacksonville;Duval;Jacksonville;FL;32211;South;edfranke;Walton Franke;Drusilla Franke;Summerlin;9:23:55 p. m.;30.75;80;4/8/11;Q2;H1;2011;4;April;Apr;8;Friday;Fri;6.31;71306;3%;gyS|?0TvFc
384179;Mrs.;Laci;X;Ratcliffe;F;laci.ratcliffe@hotmail.com;8/15/1994;520-61-1959;308-424-7369;Lincoln;Lancaster;Lincoln;NE;68524;Midwest;lxratcliffe;Bradford Ratcliffe;Racheal Ratcliffe;Pena;11:12:56 a. m.;22.97;51;11/4/16;Q4;H2;2016;11;November;Nov;4;Friday;Fri;0.73;90971;12%;"0zGd$rh;$"
312070;Mr.;Berry;H;Tremblay;M;berry.tremblay@yahoo.com;03/08/1962;305-37-4586;210-373-6586;Wallis;Austin;Wallis;TX;77485;South;bhtremblay;Julius Tremblay;Berneice Tremblay;Gillum;9:01:27 p. m.;55.43;79;1/7/92;Q1;H1;1992;1;January;Jan;7;Tuesday;Tue;25.57;53216;3%;5Gr|:+g}b>
618837;Ms.;Kazuko;A;Ladd;F;kazuko.ladd@gmail.com;11/20/1975;167-86-4063;212-505-9924;Carlisle;Schoharie;Carlisle;NY;12031;Northeast;kaladd;Jayson Ladd;Nancee Ladd;Reitz;10:57:24 a. m.;41.72;44;11/6/09;Q4;H2;2009;11;November;Nov;6;Friday;Fri;7.73;92760;6%;COy#FNNbz
482771;Mr.;Ben;K;Gibson;M;ben.gibson@hotmail.com;05/06/1985;408-99-6841;216-579-5356;Kettlersville;Shelby;Kettlersville;OH;45336;Midwest;bkgibson;Darrell Gibson;Leonida Gibson;Bloomfield;4:04:34 p. m.;32.25;67;3/22/2017;Q1;H1;2017;3;March;Mar;22;Wednesday;Wed;0.35;65290;16%;XTJ02mVG_9</
704933;Mr.;Winfred;X;Spruill;M;winfred.spruill@gmail.com;7/23/1961;312-35-4284;210-685-1097;El Paso;El Paso;El Paso;TX;79912;South;wxspruill;Bryon Spruill;Kaitlin Spruill;Hix;5:27:13 a. m.;56.05;56;5/1/06;Q2;H1;2006;5;May;May;1;Monday;Mon;11.25;104215;4%;Vm!bUHTtxKe
318777;Mr.;Norris;D;Guinn;M;norris.guinn@verizon.net;11/26/1994;344-11-8171;203-450-5137;Hartford;Hartford;Hartford;CT;6141;Northeast;ndguinn;Fernando Guinn;Candace Guinn;Mcclinton;5:24:34 p. m.;22.68;71;5/10/16;Q2;H1;2016;5;May;May;10;Tuesday;Tue;1.22;67900;6%;P0Nn%Xvb
580705;Hon.;Brenda;D;Keitt;F;brenda.keitt@hotmail.com;10/16/1968;657-36-0321;207-260-7276;Augusta;Kennebec;Augusta;ME;4338;Northeast;bdkeitt;Arlen Keitt;Clarine Keitt;Moncada;1:53:00 a. m.;48.81;47;7/30/1990;Q3;H2;1990;7;July;Jul;30;Monday;Mon;27.01;85467;9%;dM2St|C~}x<W]t
873425;Drs.;Launa;F;Lovelace;F;launa.lovelace@gmail.com;09/04/1974;137-25-9111;215-712-3649;Dillsburg;York;Dillsburg;PA;17019;Northeast;lflovelace;Gerald Lovelace;Ghislaine Lovelace;Ayres;12:23:44 p. m.;42.93;58;6/23/2006;Q2;H1;2006;6;June;Jun;23;Friday;Fri;11.1;176897;12%;e@ykhI:U:O_*
704197;Ms.;Latonya;B;Fann;F;latonya.fann@ntlworld.com;4/21/1993;361-08-8241;480-894-3761;Mormon Lake;Coconino;Mormon Lake;AZ;86038;West;lbfann;Tom Fann;Marquetta Fann;Vanmeter;2:27:53 a. m.;24.28;47;2/26/2016;Q1;H1;2016;2;February;Feb;26;Friday;Fri;1.42;180215;13%;K{M0pptI13%y$o8
585090;Mr.;Ward;Y;Snider;M;ward.snider@gmail.com;6/18/1988;497-29-5519;314-383-0017;Gasconade;Gasconade;Gasconade;MO;65036;Midwest;wysnider;Abraham Snider;Barbie Snider;Trice;8:12:36 a. m.;29.13;62;9/5/15;Q3;H2;2015;9;September;Sep;5;Saturday;Sat;1.9;87438;4%;Hlc#iW7o
989450;Ms.;Cherryl;Z;Kornegay;F;cherryl.kornegay@gmail.com;01/07/1971;443-27-2014;215-274-9754;Markleton;Somerset;Markleton;PA;15551;Northeast;czkornegay;Lemuel Kornegay;Karey Kornegay;Hollar;10:13:38 a. m.;46.59;54;3/31/2012;Q1;H1;2012;3;March;Mar;31;Saturday;Sat;5.33;124236;16%;KCv>hOw&S$g4gV
690812;Mr.;Lucien;Z;Carnahan;M;lucien.carnahan@yahoo.com;8/18/1990;478-43-4357;205-329-9773;Hardaway;Macon;Hardaway;AL;36039;South;lzcarnahan;Randy Carnahan;Lydia Carnahan;Westlund;11:38:17 a. m.;26.96;77;8/15/2015;Q3;H2;2015;8;August;Aug;15;Saturday;Sat;1.95;128441;30%;"ip;//.t{Ws"
121176;Mr.;Jerry;B;Gump;M;jerry.gump@hotmail.com;4/18/1983;398-31-5536;217-757-3369;Cooksville;McLean;Cooksville;IL;61730;Midwest;jbgump;Donny Gump;Georgeanna Gump;Hornsby;9:40:01 a. m.;34.3;62;7/25/2017;Q3;H2;2017;7;July;Jul;25;Tuesday;Tue;0.01;162029;4%;Gs4ffdik+Z
615620;Hon.;Lon;G;Hass;M;lon.hass@earthlink.net;04/06/1958;717-18-1969;803-910-9858;Lynchburg;Lee;Lynchburg;SC;29080;South;lghass;Julio Hass;Susan Hass;Parker;7:02:53 a. m.;59.35;79;8/31/1980;Q3;H2;1980;8;August;Aug;31;Sunday;Sun;36.93;192660;22%;xiQ0XsHL&>
942346;Mrs.;Casey;H;Schaal;F;casey.schaal@shaw.ca;3/23/1965;579-53-7173;210-318-6619;San Antonio;Bexar;San Antonio;TX;78287;South;chschaal;Sydney Schaal;Melony Schaal;Casey;11:17:13 p. m.;52.38;46;9/22/2009;Q3;H2;2009;9;September;Sep;22;Tuesday;Tue;7.85;176578;22%;vv_S[X6Ex
920882;Hon.;Emerson;N;Buss;M;emerson.buss@shaw.ca;02/04/1994;329-11-4867;239-331-3614;Fort Walton Beach;Okaloosa;Fort Walton Beach;FL;32548;South;enbuss;Donald Buss;Shannan Buss;Wilde;12:54:35 a. m.;23.49;69;2/13/2015;Q1;H1;2015;2;February;Feb;13;Friday;Fri;2.45;187393;25%;Fe:JzTmW+8$7cq
275802;Mrs.;Michel;E;Tardif;F;michel.tardif@hotmail.com;4/24/1969;338-11-6780;215-305-0429;Lanse;Clearfield;Lanse;PA;16849;Northeast;metardif;Don Tardif;So Tardif;Huck;9:38:28 p. m.;48.29;45;9/8/05;Q3;H2;2005;9;September;Sep;8;Thursday;Thu;11.89;177245;18%;JdATcKr/
506126;Mr.;Lou;V;Ibrahim;M;lou.ibrahim@aol.com;6/17/1971;170-86-3011;308-994-5794;Oshkosh;Garden;Oshkosh;NE;69190;Midwest;lvibrahim;Gustavo Ibrahim;Luise Ibrahim;Bradshaw;6:11:47 p. m.;46.15;78;1/1/03;Q1;H1;2003;1;January;Jan;1;Wednesday;Wed;14.58;90802;23%;mFs]#AgN8SI^I
429900;Mr.;Terrance;D;Hartmann;M;terrance.hartmann@earthlink.net;3/23/1971;393-33-5238;225-485-9625;Gueydan;Vermilion;Gueydan;LA;70542;South;tdhartmann;Ira Hartmann;Troy Hartmann;Overturf;11:49:35 p. m.;46.38;81;6/28/2014;Q2;H1;2014;6;June;Jun;28;Saturday;Sat;3.08;50783;25%;FAwb@TYw4LZz2
758783;Mr.;Tommy;U;Lockridge;M;tommy.lockridge@gmail.com;07/01/1968;455-99-5589;231-544-7553;Galien;Berrien;Galien;MI;49113;Midwest;tulockridge;Maynard Lockridge;Merrilee Lockridge;Johansen;8:34:11 p. m.;49.11;65;11/15/1997;Q4;H2;1997;11;November;Nov;15;Saturday;Sat;19.71;138879;7%;"OV&4;Hxz6:I#"
749292;Ms.;Belinda;O;Swinney;F;belinda.swinney@yahoo.com;1/27/1958;247-99-6487;316-595-7947;Topeka;Shawnee;Topeka;KS;66692;Midwest;boswinney;Ernie Swinney;Neva Swinney;Pfeffer;11:35:56 p. m.;59.54;58;7/17/1988;Q3;H2;1988;7;July;Jul;17;Sunday;Sun;29.05;40480;18%;F14^>\}\
235176;Mrs.;Vita;U;Corr;F;vita.corr@gmail.com;08/04/1971;268-17-9296;212-222-1457;New York City;New York;New York City;NY;10111;Northeast;vucorr;Tomas Corr;Leonore Corr;Koenig;3:07:04 a. m.;46.01;46;8/18/2011;Q3;H2;2011;8;August;Aug;18;Thursday;Thu;5.95;108008;7%;QfAin@-xcDe
683069;Mr.;Dean;G;Pasley;M;dean.pasley@sbcglobal.net;07/06/1987;516-49-2054;210-994-3034;Gilmer;Upshur;Gilmer;TX;75645;South;dgpasley;Demarcus Pasley;Kati Pasley;Pedersen;3:05:47 p. m.;30.08;79;9/11/15;Q3;H2;2015;9;September;Sep;11;Friday;Fri;1.88;98424;4%;I/~RB}dEcC<.&
122757;Mr.;Ronnie;L;Cann;M;ronnie.cann@earthlink.net;04/05/1978;465-99-9124;217-616-6473;Cissna Park;Iroquois;Cissna Park;IL;60924;Midwest;rlcann;Hilton Cann;Ileana Cann;Doyle;9:59:48 p. m.;39.34;75;5/28/2000;Q2;H1;2000;5;May;May;28;Sunday;Sun;17.18;58182;5%;uNzBg|9O9lFz}l
731372;Dr.;Jerald;Q;Shorter;M;jerald.shorter@gmail.com;9/13/1983;363-39-8082;210-809-1434;Spring;Harris;Spring;TX;77379;South;jqshorter;Fritz Shorter;Jason Shorter;Ornelas;9:18:30 a. m.;33.9;88;7/11/16;Q3;H2;2016;7;July;Jul;11;Monday;Mon;1.05;135888;5%;Qn_kqC03
955821;Mr.;Domenic;H;Haug;M;domenic.haug@gmail.com;12/05/1992;144-23-1632;308-208-2979;Brownville;Nemaha;Brownville;NE;68321;Midwest;dhhaug;Winford Haug;Lindsay Haug;Ferrari;1:19:30 a. m.;24.66;52;4/19/2017;Q2;H1;2017;4;April;Apr;19;Wednesday;Wed;0.27;141826;23%;wv%_<9m3
298261;Ms.;Mavis;T;Olney;F;mavis.olney@gmail.com;10/13/1971;602-87-4870;215-490-3601;Harrisville;Butler;Harrisville;PA;16038;Northeast;mtolney;Carlos Olney;Florinda Olney;Fallon;12:28:39 a. m.;45.82;43;12/23/1998;Q4;H2;1998;12;December;Dec;23;Wednesday;Wed;18.61;196854;7%;6y-2Jm]C$
612467;Drs.;Luci;I;Montenegro;F;luci.montenegro@walmart.com;5/29/1993;319-11-0733;314-925-7756;Lawson;Ray;Lawson;MO;64062;Midwest;limontenegro;Elvin Montenegro;Robin Montenegro;Adair;12:19:31 a. m.;24.18;55;10/6/14;Q4;H2;2014;10;October;Oct;6;Monday;Mon;2.81;163245;8%;"M-@;!P$u"
589716;Mrs.;Mario;C;Sommers;F;mario.sommers@earthlink.net;4/22/1971;344-11-8894;252-854-8896;Bath;Beaufort;Bath;NC;27808;South;mcsommers;Scot Sommers;Suzann Sommers;Caban;6:14:14 p. m.;46.3;50;9/4/13;Q3;H2;2013;9;September;Sep;4;Wednesday;Wed;3.9;99647;4%;"o0S;o.El"
287255;Ms.;Loretta;X;Nicholls;F;loretta.nicholls@ibm.com;02/06/1985;399-31-5976;236-589-8994;Arlington;Arlington;Arlington;VA;22212;South;lxnicholls;Joseph Nicholls;Avelina Nicholls;Suarez;11:16:45 p. m.;32.49;50;5/14/2009;Q2;H1;2009;5;May;May;14;Thursday;Thu;8.21;93710;8%;Tbqj!!K38
473448;Mr.;Deshawn;A;Sutherland;M;deshawn.sutherland@aol.com;05/05/1977;104-02-7345;236-541-0585;North;Mathews;North;VA;23128;South;dasutherland;Lou Sutherland;Vicky Sutherland;Burlingame;3:10:32 p. m.;40.26;59;10/12/10;Q4;H2;2010;10;October;Oct;12;Tuesday;Tue;6.8;51707;15%;B8F}J5n<XW
467334;Mrs.;Aja;J;Ferretti;F;aja.ferretti@gmail.com;01/03/1987;325-11-3328;303-670-1288;Segundo;Segundo;Segundo;CO;81070;West;ajferretti;Myles Ferretti;Lakenya Ferretti;Kramer;5:48:23 a. m.;30.59;50;4/17/2008;Q2;H1;2008;4;April;Apr;17;Thursday;Thu;9.28;67159;6%;Ql0KtA}>Z4:_
994953;Prof.;Art;T;Hollingsworth;M;art.hollingsworth@sbcglobal.net;05/03/1990;768-02-5158;212-661-0841;Eden;Erie;Eden;NY;14057;Northeast;athollingsworth;Edmund Hollingsworth;Elsa Hollingsworth;Child;12:53:08 a. m.;27.25;90;6/17/2012;Q2;H1;2012;6;June;Jun;17;Sunday;Sun;5.12;102473;10%;NSnGSm%HCEG{B
273152;Mr.;Cortez;X;Lagunas;M;cortez.lagunas@yahoo.ca;6/21/1988;108-98-8450;270-429-0636;Hollybush;Hollybush;Hollybush;KY;41823;South;cxlagunas;Abdul Lagunas;Merrie Lagunas;Schulze;10:51:26 a. m.;29.12;72;5/21/2011;Q2;H1;2011;5;May;May;21;Saturday;Sat;6.19;181524;0%;isJ+#vmR.e
688717;Drs.;Benita;T;Patterson;F;benita.patterson@shaw.ca;9/20/1977;524-99-4542;314-442-5743;Gideon;New Madrid;Gideon;MO;63848;Midwest;btpatterson;Miguel Patterson;Virgina Patterson;Albaugh;1:09:25 a. m.;39.88;49;7/13/2008;Q3;H2;2008;7;July;Jul;13;Sunday;Sun;9.05;179402;17%;wBxj+oGn{6c[q
413756;Ms.;Temple;M;Leal;F;temple.leal@yahoo.co.uk;8/23/1993;411-99-2483;217-376-9447;Chicago;Cook;Chicago;IL;60670;Midwest;tmleal;Merlin Leal;Naomi Leal;Dambrosio;7:06:02 p. m.;23.95;58;7/13/2016;Q3;H2;2016;7;July;Jul;13;Wednesday;Wed;1.04;150680;8%;"U9>r?a;2BIk"
490104;Mrs.;Marta;T;Raper;F;marta.raper@comcast.net;3/31/1962;049-15-7014;217-286-0277;Seymour;Champaign;Seymour;IL;61875;Midwest;mtraper;Douglass Raper;Alejandra Raper;Parenteau;1:21:18 a. m.;55.36;58;7/3/99;Q3;H2;1999;7;July;Jul;3;Saturday;Sat;18.08;92108;20%;R#/gxh<:oqMGL
451110;Prof.;Emmitt;D;Alsup;M;emmitt.alsup@apple.com;10/03/1958;592-99-0328;216-715-1536;Cincinnati;Hamilton;Cincinnati;OH;45239;Midwest;edalsup;Chester Alsup;Maude Alsup;Sutherland;12:48:31 a. m.;58.86;65;10/29/2005;Q4;H2;2005;10;October;Oct;29;Saturday;Sat;11.75;172033;23%;c8Ph@%5!3vslDUI
831277;Mrs.;Goldie;L;Melgar;F;goldie.melgar@gmail.com;02/08/1964;125-98-7930;228-213-3334;Jackson;Hinds;Jackson;MS;39205;South;glmelgar;Julian Melgar;Lois Melgar;Hesson;9:27:11 p. m.;53.5;50;9/15/1986;Q3;H2;1986;9;September;Sep;15;Monday;Mon;30.89;49632;16%;"P;>U\#p!~%eUK"
845669;Ms.;Eulah;F;Healey;F;eulah.healey@hotmail.com;12/26/1972;074-02-1425;479-794-7119;Oxford;Izard;Oxford;AR;72565;South;efhealey;Raul Healey;Domenica Healey;Alcala;6:04:42 a. m.;44.62;44;4/22/2007;Q2;H1;2007;4;April;Apr;22;Sunday;Sun;10.27;94713;5%;gbsZP~|SGSC
393367;Mr.;Willy;G;Serra;M;willy.serra@msn.com;10/22/1991;656-36-3513;423-712-2711;Madison;Davidson;Madison;TN;37115;South;wgserra;Avery Serra;Monserrate Serra;Howse;4:15:21 a. m.;25.78;53;7/15/2013;Q3;H2;2013;7;July;Jul;15;Monday;Mon;4.04;195829;23%;bE<*$Ki0JsY>d#g
922094;Ms.;Easter;U;Laplante;F;easter.laplante@gmail.com;5/19/1981;124-98-3039;217-460-7826;Alto Pass;Union;Alto Pass;IL;62905;Midwest;eulaplante;Edmond Laplante;Marybeth Laplante;Erb;10:32:53 a. m.;36.22;47;12/20/2010;Q4;H2;2010;12;December;Dec;20;Monday;Mon;6.61;93411;4%;S@^D86c?:~@5
876007;Ms.;Blanca;B;Colombo;F;blanca.colombo@gmail.com;10/30/1964;758-12-0386;218-496-0114;Worthington;Nobles;Worthington;MN;56187;Midwest;bbcolombo;Cesar Colombo;Cherlyn Colombo;Shepard;6:35:10 p. m.;52.78;47;5/18/2003;Q2;H1;2003;5;May;May;18;Sunday;Sun;14.21;107879;20%;qLZ}Byw3*
116208;Dr.;Dillon;W;Hogue;M;dillon.hogue@yahoo.com;03/12/1985;703-18-6036;215-200-1687;Jenkintown;Montgomery;Jenkintown;PA;19046;Northeast;dwhogue;Nathanael Hogue;Zoe Hogue;Barner;9:32:28 p. m.;32.4;90;8/31/2013;Q3;H2;2013;8;August;Aug;31;Saturday;Sat;3.91;172825;6%;"wuM;vmw\Q.2]^Oa"
145334;Dr.;Johnie;D;Amey;M;johnie.amey@gmail.com;11/04/1957;611-87-7606;212-345-6152;Camillus;Onondaga;Camillus;NY;13031;Northeast;jdamey;Napoleon Amey;Alyssa Amey;Strouse;1:47:05 a. m.;59.77;75;12/30/1980;Q4;H2;1980;12;December;Dec;30;Tuesday;Tue;36.6;42940;21%;SB$vhJjO
308771;Mrs.;Adeline;X;Poston;F;adeline.poston@charter.net;03/07/1979;728-14-3170;406-502-8141;Flaxville;Daniels;Flaxville;MT;59222;West;axposton;Bradley Poston;Doreen Poston;Rathbun;12:13:16 a. m.;38.42;42;6/28/2005;Q2;H1;2005;6;June;Jun;28;Tuesday;Tue;12.09;187740;15%;47@]F^$Ug[&_*
788241;Ms.;Lavonia;U;Finn;F;lavonia.finn@gmail.com;12/03/1986;212-91-1192;406-862-5342;Anaconda;Deer Lodge;Anaconda;MT;59711;West;lufinn;Ronald Finn;Keitha Finn;Richard;12:22:56 a. m.;30.67;44;6/22/2017;Q2;H1;2017;6;June;Jun;22;Thursday;Thu;0.1;157902;8%;cjR8Je9r%%9
162711;Hon.;Maryrose;W;Weatherford;F;maryrose.weatherford@apple.com;7/17/1976;244-99-9858;212-694-3033;Cassadaga;Chautauqua;Cassadaga;NY;14718;Northeast;mwweatherford;Leo Weatherford;Rosalia Weatherford;Ventura;12:36:47 a. m.;41.06;60;9/16/2008;Q3;H2;2008;9;September;Sep;16;Tuesday;Tue;8.87;183734;13%;y!yt|7WjF
878438;Mrs.;Kathline;Y;Claytor;F;kathline.claytor@gmail.com;6/20/1961;390-33-1155;385-517-1108;Salt Lake City;Salt Lake;Salt Lake City;UT;84104;West;kyclaytor;Filiberto Claytor;Loise Claytor;Koski;8:07:25 a. m.;56.14;58;9/25/2013;Q3;H2;2013;9;September;Sep;25;Wednesday;Wed;3.84;47281;0%;l.aT9kI#sS[&
158288;Mr.;Simon;I;Kuntz;M;simon.kuntz@hotmail.com;9/19/1965;633-31-7466;215-603-3613;Kempton;Berks;Kempton;PA;19529;Northeast;sikuntz;Eugene Kuntz;Leesa Kuntz;Favela;4:03:17 p. m.;51.89;74;12/30/1997;Q4;H2;1997;12;December;Dec;30;Tuesday;Tue;19.59;103504;24%;OU88H9z?8
648760;Mr.;Reid;G;Lay;M;reid.lay@verizon.net;8/16/1957;705-18-1035;215-704-0777;Pittston;Luzerne;Pittston;PA;18643;Northeast;rglay;Young Lay;Jerrica Lay;Almeida;5:47:23 a. m.;59.99;70;7/17/1996;Q3;H2;1996;7;July;Jul;17;Wednesday;Wed;21.04;184241;27%;Bi$Q^!wdnJ
798383;Hon.;Efren;I;Tracey;M;efren.tracey@msn.com;10/16/1993;026-92-9087;212-901-3539;New York City;New York;New York City;NY;10133;Northeast;eitracey;Kristopher Tracey;Romelia Tracey;Jalbert;4:00:07 a. m.;23.8;58;3/31/2015;Q1;H1;2015;3;March;Mar;31;Tuesday;Tue;2.33;183819;11%;r$.-%0#W
319729;Mr.;Jacinto;E;Skinner;M;jacinto.skinner@gmail.com;10/14/1994;626-85-9926;209-684-0585;Fresno;Fresno;Fresno;CA;93774;West;jeskinner;Daron Skinner;Migdalia Skinner;Bauer;11:01:35 a. m.;22.8;66;2/26/2017;Q1;H1;2017;2;February;Feb;26;Sunday;Sun;0.42;169722;30%;"2&nx%!#M*Eh~ql;"
678382;Hon.;Milton;B;Friel;M;milton.friel@aol.com;11/05/1986;308-37-7825;216-553-7874;Kent;Portage;Kent;OH;44243;Midwest;mbfriel;Trey Friel;Robbie Friel;Araujo;10:47:50 a. m.;30.75;87;10/24/2014;Q4;H2;2014;10;October;Oct;24;Friday;Fri;2.76;48097;22%;"Vo@;2zKjYT:~"
112134;Ms.;Brigitte;Z;Weiland;F;brigitte.weiland@aol.com;9/28/1977;383-37-7012;215-942-0674;Sugar Grove;Warren;Sugar Grove;PA;16350;Northeast;bzweiland;Dana Weiland;Kathe Weiland;Casanova;1:22:58 a. m.;39.86;60;1/7/12;Q1;H1;2012;1;January;Jan;7;Saturday;Sat;5.56;94718;19%;"L%>;c[4leIP"
448409;Hon.;Brendan;U;Gaffney;M;brendan.gaffney@hotmail.com;10/25/1969;236-55-7575;405-272-8088;Edmond;Oklahoma;Edmond;OK;73003;South;bugaffney;Cordell Gaffney;Shaunna Gaffney;Salters;7:47:01 a. m.;47.79;89;12/11/94;Q4;H2;1994;12;December;Dec;11;Sunday;Sun;22.64;139613;23%;"j|x;76278D<]"
360321;Mr.;Bernie;Y;Davie;M;bernie.davie@gmail.com;5/16/1960;626-85-8593;208-929-0092;Squirrel;Fremont;Squirrel;ID;83447;West;bydavie;Norris Davie;Kimber Davie;Lowman;8:38:29 p. m.;57.24;52;3/26/2006;Q1;H1;2006;3;March;Mar;26;Sunday;Sun;11.35;160661;5%;k}NvZ?mmv
251267;Drs.;Araceli;M;Kaufmann;F;araceli.kaufmann@hotmail.com;04/07/1984;196-84-6303;210-963-7058;Caddo Mills;Hunt;Caddo Mills;TX;75135;South;amkaufmann;Richard Kaufmann;Cheree Kaufmann;Mack;5:32:43 a. m.;33.33;49;7/4/09;Q3;H2;2009;7;July;Jul;4;Saturday;Sat;8.07;60318;9%;e&K9!{TE
753938;Mr.;Chance;Y;Ridenour;M;chance.ridenour@yahoo.com;05/10/1990;237-99-7622;308-419-1793;Adams;Gage;Adams;NE;68301;Midwest;cyridenour;Francis Ridenour;Tiesha Ridenour;Gelinas;4:32:16 p. m.;27.24;72;2/12/15;Q1;H1;2015;2;February;Feb;12;Thursday;Thu;2.46;142938;25%;aaPBbHCf
663840;Mrs.;Jeannetta;M;Machuca;F;jeannetta.machuca@aol.com;12/14/1976;628-31-1831;212-881-4065;Alfred Station;Allegany;Alfred Station;NY;14803;Northeast;jmmachuca;Fred Machuca;Amberly Machuca;Michaud;6:14:17 p. m.;40.65;54;10/7/06;Q4;H2;2006;10;October;Oct;7;Saturday;Sat;10.81;100304;22%;J|@tPQ&-
624834;Prof.;Reyes;M;Kirkendall;M;reyes.kirkendall@gmail.com;08/11/1963;591-99-5734;270-456-7636;Moorefield;Nicholas;Moorefield;KY;40350;South;rmkirkendall;Lyle Kirkendall;Bobby Kirkendall;Bankhead;9:41:25 p. m.;54;86;10/11/85;Q4;H2;1985;10;October;Oct;11;Friday;Fri;31.82;162531;2%;H10si|#RPM*z0<
503084;Mr.;Bob;H;Heron;M;bob.heron@hotmail.com;12/11/1970;723-18-0113;479-472-9796;Saint Joe;Searcy;Saint Joe;AR;72675;South;bhheron;Byron Heron;Nanci Heron;Kimball;10:53:27 p. m.;46.66;85;4/9/11;Q2;H1;2011;4;April;Apr;9;Saturday;Sat;6.31;122872;15%;0STLmnChmEy<Q
640197;Mrs.;Clarine;L;Gabel;F;clarine.gabel@gmail.com;03/07/1995;280-15-7774;252-505-3391;Durham;Durham;Durham;NC;27713;South;clgabel;Ali Gabel;Celine Gabel;Epley;9:25:51 p. m.;22.41;49;2/16/2017;Q1;H1;2017;2;February;Feb;16;Thursday;Thu;0.44;110785;26%;5wpm*x?W
191043;Mr.;Fausto;L;Maurer;M;fausto.maurer@hotmail.com;8/30/1973;585-99-6020;270-630-1350;Big Creek;Clay;Big Creek;KY;40914;South;flmaurer;Gaylord Maurer;Tula Maurer;Bounds;12:04:29 a. m.;43.94;60;11/6/11;Q4;H2;2011;11;November;Nov;6;Sunday;Sun;5.73;90240;0%;T${q#:$e_mLEph3
